mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_degree,param_gamma,param_kernel,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_train_accuracy,split1_train_accuracy,split2_train_accuracy,split3_train_accuracy,split4_train_accuracy,mean_train_accuracy,std_train_accuracy,split0_test_precision,split1_test_precision,split2_test_precision,split3_test_precision,split4_test_precision,mean_test_precision,std_test_precision,rank_test_precision,split0_train_precision,split1_train_precision,split2_train_precision,split3_train_precision,split4_train_precision,mean_train_precision,std_train_precision,split0_test_recall,split1_test_recall,split2_test_recall,split3_test_recall,split4_test_recall,mean_test_recall,std_test_recall,rank_test_recall,split0_train_recall,split1_train_recall,split2_train_recall,split3_train_recall,split4_train_recall,mean_train_recall,std_train_recall,split0_test_f1,split1_test_f1,split2_test_f1,split3_test_f1,split4_test_f1,mean_test_f1,std_test_f1,rank_test_f1,split0_train_f1,split1_train_f1,split2_train_f1,split3_train_f1,split4_train_f1,mean_train_f1,std_train_f1,split0_test_roc_auc,split1_test_roc_auc,split2_test_roc_auc,split3_test_roc_auc,split4_test_roc_auc,mean_test_roc_auc,std_test_roc_auc,rank_test_roc_auc,split0_train_roc_auc,split1_train_roc_auc,split2_train_roc_auc,split3_train_roc_auc,split4_train_roc_auc,mean_train_roc_auc,std_train_roc_auc
23468.945934581756,931.3529238047574,355.64656324386596,94.24047461486371,0.1767016940294795,2,scale,poly,"{'C': np.float64(0.1767016940294795), 'degree': 2, 'gamma': 'scale', 'kernel': 'poly'}",0.9022213350822664,0.8879035017679936,0.9182445534390328,0.9206969316756017,0.8334949241473708,0.8925122492224531,0.031796475797262753,1,0.8897855594844303,0.8935361758855945,0.8859937407769136,0.8860935461564236,0.9080079559145381,0.89268339564358,0.008150391825466582,0.988527724665392,0.9884843436075856,0.9973004972768175,0.9400642764723068,0.8255389837853454,0.9479831651614894,0.06445415790902446,1,0.9297376844909446,0.9299219575731047,0.9274780831495725,0.9405473105527415,0.9770623649452848,0.9409494801423296,0.018617686976904215,0.8663957434329046,0.845148315736551,0.8822691469750293,0.9436483995307525,0.9577677224736049,0.8990458656297685,0.04402289666607304,1,0.906579939668175,0.9123312350088507,0.9031139693944885,0.8888272076922271,0.8856325872236129,0.8992969877974708,0.010332806737042302,0.9234410234655831,0.9112140033879165,0.9362648111508792,0.9418529282622786,0.8867511006807735,0.9199047733894862,0.01968030944762613,1,0.9180127912773246,0.9210426139367665,0.9151338901919995,0.9139561433741168,0.9291035755884227,0.9194498028737261,0.00541488271362719,0.92311493389513,0.9139313994828699,0.9363195903361344,0.9681383322559793,0.9589056140618641,0.9400819740063955,0.020627055980419688,1,0.9388498595886003,0.9406672798573569,0.9339453209751897,0.9247975374208265,0.9344787823801344,0.9345477560444216,0.005502565132532715
